,helicopter_psi,helicopter_theta
983,2.2778,-0.42451000000000005
984,2.2851,-0.43017
985,2.2762,-0.42653
986,2.2657,-0.42167
987,2.2665,-0.42248
988,2.2843,-0.43017
989,2.2811,-0.42936
990,2.2714,-0.42046000000000006
991,2.2705,-0.41478999999999994
992,2.2649,-0.41601000000000005
993,2.2697,-0.41722
994,2.2673,-0.41681999999999997
995,2.273,-0.41965
996,2.2827,-0.4156
997,2.2859,-0.41681999999999997
998,2.2859,-0.41115
999,2.2762,-0.4152
