,electricity-load-nyiso-dunwod,electricity-load-nyiso-millwd,electricity-load-nyiso-north,electricity-load-nyiso-overall,electricity-load-nyiso-west,electricity-load-nyiso-capitl,electricity-load-nyiso-nyc,electricity-load-nyiso-centrl,electricity-load-nyiso-genese,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-hud_valley,electricity-load-nyiso-longil
391,1261.1088,612.3192,609.8316,27181.0271,2180.3362,1906.2955,9246.893,2341.9814,1240.8298,1083.4077,1999.8203,4698.2036
392,1259.9775,587.5594,603.4395,27113.2404,2164.268,1901.3097,9207.705,2331.3503,1238.8741,1083.9939,2031.6404,4703.1226
393,1240.8594,622.0217,612.0109,26935.3909,2151.405,1896.3215,9161.451,2301.627,1236.8595,1088.8186,1994.2429,4629.7734
394,1255.8616,595.1784,612.9251,26830.5766,2181.9165,1878.9164,9142.443,2277.102,1214.5112,1082.938,1981.3811,4607.4033
395,1236.8746,585.7982,607.2629,26784.630900000004,2142.2126,1884.7012,9100.911,2290.9258,1221.7549,1090.7059,2022.5698,4600.914
396,1232.4855,598.4224,603.6487,26669.517200000002,2153.3247,1859.6492,9090.538,2290.2014,1214.8188,1081.6296,1972.7745,4572.0244
397,1225.5908,585.7133,606.4483,26622.434999999998,2112.6978,1867.9534,9097.399,2300.255,1203.9055,1083.3005,1978.439,4560.7324
398,1218.7428,585.5523,615.5181,26457.823000000004,2112.8428,1864.3505,9035.359,2271.2534,1210.582,1061.6792,1952.9199,4529.023
399,1228.4827,595.1895,606.2051,26298.3592,2119.5276,1827.3418,8961.273,2214.4438,1206.8599,1071.4468,1960.419,4507.17
400,1207.4344,590.8504,611.4758,26204.237999999998,2104.5486,1827.9005,8965.952,2206.2441,1201.827,1061.0359,1969.8943,4457.075
401,1196.047,588.7673,600.1135,26127.630400000002,2056.037,1834.4469,8965.906,2242.0493,1192.842,1057.3356,1945.8544,4448.2314
402,1200.3502,596.1038,598.5839,26052.524500000003,2018.3245,1823.7657,8957.859,2236.7197,1193.6168,1059.2985,1928.6177,4439.2847
403,1194.6934,568.5008,597.8776,26016.3998,2057.358,1808.1101,8921.543,2234.5083,1196.408,1056.6494,1969.7346,4411.0166
404,1178.3235,584.7363,606.0243,25941.596100000002,2062.5027,1813.7412,8929.328,2196.1511,1194.7758,1060.2097,1942.3611,4373.4424
405,1184.2269,565.9746,596.5271,25744.2682,2014.0139,1798.3531,8888.806,2181.729,1190.7798,1054.6833,1914.9985,4354.176
406,1174.018,566.7218,600.7141,25647.7479,2025.0063,1802.9564,8830.588,2172.7856,1192.648,1053.5254,1902.358,4326.4263
407,1180.7917,557.795,598.6389,25607.770300000004,2020.3706,1800.2012,8828.3125,2170.8203,1187.4309,1058.1414,1897.0725,4308.1953
408,1172.1097,560.8382,602.7113,25572.423499999997,2026.3636,1789.3214,8801.648,2158.6414,1193.1462,1066.7745,1915.1272,4285.742
409,1153.6459,546.5889,595.9141,25510.6538,2017.8923,1794.7062,8796.142,2164.1572,1192.4089,1079.3336,1906.205,4263.6597
410,1175.4442,560.761,591.8276,25475.9278,2015.9803,1792.9563,8766.182,2158.69,1191.5317,1078.5059,1870.4331,4273.6157
411,1171.7411,553.3994,597.8373,25488.201599999997,1996.5402,1790.25,8780.979,2188.8237,1200.7505,1077.2551,1870.2693,4260.356
412,1163.1934,560.1522,608.3097,25460.0814,2034.907,1779.0656,8743.248,2186.0872,1196.3348,1087.6416,1860.4275,4240.7144
413,1159.7347,562.8152,596.2387,25438.010499999997,2000.8854,1800.3365,8752.345,2186.767,1198.8301,1085.5977,1851.3528,4243.1074
414,1154.6611,546.5175,598.7994,25463.3332,2028.6365,1788.3407,8748.598,2211.2954,1196.1586,1094.3728,1853.5762,4242.377
415,1157.7218,542.1806,583.7799,25412.1215,2022.0864,1782.4724,8754.549,2194.6138,1207.5897,1098.0945,1850.8934,4218.14
416,1146.2345,551.8503,597.2379,25303.713900000002,2030.7177,1769.9067,8725.928,2147.557,1208.2911,1097.3998,1816.9749,4211.616
417,1151.7573,532.1658,593.1359,25275.4098,2011.4332,1774.4911,8704.263,2163.8428,1227.8743,1097.7238,1834.7573,4183.9653
418,1134.5441,537.7822,607.911,25149.556900000003,1991.3804,1755.1433,8670.128,2139.0037,1225.214,1088.6625,1829.9907,4169.797
419,1138.5264,529.4219,602.5777,25083.9869,2008.113,1734.126,8658.469,2146.5105,1218.2947,1092.885,1818.9753,4136.0874
420,1135.3423,530.2062,599.2562,24983.416700000005,2009.8234,1742.3811,8654.67,2120.2705,1199.9453,1086.2742,1787.456,4117.7915
421,1145.1776,525.0013,594.7571,24930.860900000003,1991.523,1735.9794,8616.011,2135.1282,1198.581,1080.6951,1805.8312,4102.176
422,1136.2911,527.2889,599.1745,24823.9652,1984.6871,1730.6693,8597.023,2148.4385,1187.6439,1056.5664,1780.2069,4075.9756
423,1126.7985,535.3763,600.4044,24711.329700000002,1962.4692,1714.9888,8615.861,2117.314,1193.0514,1048.2552,1749.8329,4046.978
424,1120.8773,514.2092,598.8967,24645.4843,1974.6562,1703.7455,8605.862,2119.25,1186.6724,1045.158,1756.5337,4019.6233
425,1091.5336,517.2725,589.3856,24548.8309,1979.8121,1702.0995,8602.285,2103.755,1185.2642,1050.1177,1742.0591,3985.2466
426,1094.744,514.6804,580.794,24485.9131,2010.0541,1692.2045,8548.432,2112.3916,1178.7257,1044.4923,1742.2119,3967.1826
427,1081.1422,494.3129,586.1102,24298.7969,1996.9158,1673.796,8516.367,2060.1704,1173.5228,1028.5482,1741.5208,3946.3906
428,1080.9375,496.1542,582.317,24119.058399999998,1987.6659,1672.5231,8483.207,1992.8108,1168.8005,1024.0952,1724.2296,3906.3176
429,1076.0043,502.6638,592.6797,23990.9475,1978.9961,1660.1772,8456.451,1987.8502,1157.5315,1016.768,1676.0745,3885.7512
430,1073.2711,502.2243,596.7905,23806.0578,1964.8811,1642.0885,8383.639,1976.1974,1150.6617,996.2358,1674.6364,3845.432
431,1047.877,491.2847,598.0448,23636.5424,1930.9874,1624.355,8383.823,1960.2268,1130.0072,982.692,1679.1055,3808.139
432,1050.9238,499.1265,589.9692,23528.5646,1920.2974,1629.7568,8362.304,1948.0731,1135.4836,979.8968,1631.5591,3781.1743
433,1057.8563,481.4712,590.8629,23459.968699999998,1937.4781,1603.0858,8334.482,1923.2524,1132.825,963.2343,1668.9895,3766.4312
434,1037.8171,488.9605,583.4956,23280.560899999997,1925.543,1597.0618,8306.76,1912.9955,1120.2675,957.7639,1631.8193,3718.0767
435,1044.7902,481.7591,576.4342,23188.9122,1934.729,1571.7141,8274.908,1928.2762,1115.6919,956.1018,1608.1493,3696.3584
436,1029.4725,472.6811,577.9324,23027.106,1899.0612,1584.9353,8251.43,1907.7888,1111.2665,945.7567,1585.6152,3661.1663
437,1027.2493,478.7283,582.9799,22948.0104,1920.4982,1567.1619,8234.678,1881.3732,1103.4141,943.8772,1569.2756,3638.7747
438,1012.9039,479.1683,567.1606,22745.1736,1893.0573,1553.2072,8193.902,1832.0609,1091.3508,933.3804,1590.77,3598.2122
439,993.5021,472.1557,577.4966,22562.262899999998,1872.6787,1539.5027,8157.7153,1819.2186,1083.5488,914.4163,1543.1782,3588.8499
440,999.6158,458.2186,571.3292,22520.686199999996,1843.3909,1524.1819,8180.3936,1847.2014,1088.6632,921.0927,1546.6941,3539.9048
441,996.4979,462.5051,577.9725,22400.3529,1842.1135,1510.6765,8136.23,1837.4054,1078.5101,910.7706,1523.0923,3524.579
442,992.7526,460.6147,572.0147,22188.478799999997,1816.267,1494.7266,8066.5337,1836.5519,1068.1816,904.4947,1500.9758,3475.3655
443,1000.6089,460.4801,579.5393,22121.1573,1834.2123,1498.974,8063.951,1777.8259,1061.5986,898.8979,1494.3676,3450.7017
444,981.6653,451.4994,577.1196,21979.842099999998,1831.243,1495.2075,7988.838,1805.6692,1055.8802,896.1976,1471.4559,3425.0664
445,972.24,456.6477,580.9885,21883.259700000002,1817.9268,1476.6074,7939.6904,1805.4233,1051.2026,885.0786,1472.7694,3424.685
446,955.1473,454.294,561.7842,21774.655000000002,1780.3656,1475.5217,7929.5747,1795.799,1053.1389,892.2913,1488.4697,3388.2686
447,959.5765,452.1604,564.4501,21655.294899999997,1797.8075,1471.9619,7891.322,1797.662,1050.3691,874.8373,1436.2599,3358.8882
448,943.9872,457.4374,563.6615,21515.228199999998,1763.2842,1454.9403,7859.2207,1796.0541,1038.1328,858.0219,1444.6051,3335.883
449,943.875,447.5003,565.5004,21377.1366,1793.9949,1447.6575,7837.6665,1738.7323,1030.0793,858.9269,1426.3597,3286.8438
450,938.0263,433.8672,567.166,21289.303900000003,1779.7418,1441.7244,7806.34,1756.2871,1028.592,865.0407,1404.8639,3267.6545
451,934.4522,433.9185,559.1785,21064.039699999994,1741.6383,1422.7043,7744.8057,1753.5969,1023.1205,843.6691,1367.9088,3239.0469
452,932.9684,437.6755,542.5282,20913.8557,1739.687,1444.3513,7693.0435,1685.8721,1011.6491,852.6244,1370.0526,3203.4036
453,919.7389,427.2241,564.1346,20905.1002,1744.165,1460.6821,7660.3955,1710.0637,1013.0975,853.4586,1380.2349,3171.9053
454,937.3967,428.4953,544.0501,20753.274999999998,1736.3723,1431.1578,7585.5713,1735.0482,1005.1331,846.9951,1368.6301,3134.425
455,933.7924,431.284,554.958,20691.3168,1716.4602,1427.0065,7589.1025,1743.1191,1000.0499,849.7938,1327.9618,3117.7886
456,933.3298,433.0174,554.068,20629.0026,1731.1863,1433.507,7568.6406,1720.4362,998.7881,849.0469,1302.9373,3104.045
457,918.1736,426.7944,556.6484,20471.5291,1738.3612,1438.3696,7520.6855,1663.4211,993.7341,826.0863,1326.0479,3063.207
458,918.8745,421.9305,559.2689,20344.975,1677.2981,1422.7823,7496.958,1665.0215,984.5216,831.7306,1295.1989,3071.3901
459,898.8268,420.7704,551.5658,20212.3037,1685.8613,1421.101,7461.7754,1641.1382,991.9105,828.4666,1281.3691,3029.5186
460,902.6625,414.7951,540.731,20150.2382,1673.7379,1424.2601,7443.2485,1667.7302,987.0162,834.7369,1253.7231,3007.5967
461,899.6323,414.0806,539.6632,20060.6626,1687.793,1386.9883,7376.049,1681.1411,980.6867,836.8466,1263.3765,2994.4053
462,897.0483,403.0819,536.3533,20017.1737,1676.5555,1397.0293,7369.463,1693.4907,982.4218,830.906,1254.7316,2976.0923
463,898.2084,410.7142,538.7368,19906.168999999998,1679.993,1393.6416,7321.6665,1675.0664,974.9283,827.4157,1237.2401,2948.558
464,892.0691,412.1997,537.119,19797.4914,1649.6552,1387.4523,7298.5303,1677.7928,971.0347,822.8295,1214.5073,2934.3015
465,875.6135,409.6055,548.8855,19688.355900000002,1649.1536,1360.8254,7260.166,1663.7163,970.1946,808.2261,1225.7174,2916.252
466,890.1179,391.0299,556.8456,19653.8136,1624.7719,1361.8986,7234.7163,1684.141,962.6252,806.7341,1241.3862,2899.5469
467,882.5494,394.6969,547.4576,19574.857200000002,1633.236,1355.2532,7207.178,1672.2678,957.2304,801.8488,1233.1855,2889.9536
468,876.2749,378.3447,555.7669,19502.405999999995,1665.8104,1342.2664,7184.033,1662.1953,957.6998,806.3781,1216.1482,2857.4883
469,856.381,391.4341,551.6654,19370.773600000004,1654.7426,1350.0385,7157.506,1625.2078,951.9854,794.2598,1180.263,2857.29
470,864.9991,385.1398,549.3742,19327.934899999997,1674.1514,1330.7725,7130.749,1605.9683,950.1397,792.0247,1213.0312,2831.585
471,843.6804,381.4897,549.9746,19262.5674,1632.8301,1336.7162,7108.9727,1623.083,952.8362,790.952,1210.742,2831.2905
472,841.2711,371.3463,553.5594,19149.808299999997,1644.8792,1332.2561,7060.4062,1617.5591,947.1482,782.48,1178.8641,2820.0386
473,832.9346,367.4883,541.2291,19040.0457,1599.7466,1331.2896,7024.457,1619.7495,950.64,787.835,1187.2356,2797.4404
474,839.4465,372.8871,551.9495,18942.4129,1592.3794,1322.9824,7020.677,1585.0042,941.4998,776.3822,1157.1694,2782.0354
475,823.7293,374.0796,548.2878,18907.557799999995,1585.4413,1316.1255,6974.24,1632.2722,932.5581,783.8093,1169.897,2767.1177
476,825.3878,372.6269,549.9471,18907.265,1624.426,1321.634,6951.0137,1625.136,933.4705,789.108,1159.262,2755.253
477,823.0637,369.9432,549.036,18830.707300000002,1625.0168,1307.7305,6930.767,1620.5483,932.4636,786.9729,1142.8855,2742.2798
478,819.0093,366.4463,545.6073,18777.5564,1627.743,1301.5212,6906.8896,1626.9985,936.9984,785.4022,1130.1227,2730.8179
479,809.7783,368.7991,548.2683,18717.719899999996,1604.7888,1320.4431,6861.8066,1620.3059,937.118,788.0474,1135.7667,2722.5977
480,804.7867,362.4279,549.5369,18570.1394,1602.1763,1305.0719,6815.58,1576.7822,930.808,790.5718,1124.9243,2707.4734
481,800.2069,361.4208,543.6785,18494.247800000005,1594.417,1303.9962,6793.712,1565.7688,927.1194,785.5979,1115.3987,2702.9316
482,817.8943,346.0796,542.0132,18522.818000000003,1588.7681,1305.9808,6763.8145,1613.6602,926.9193,786.4509,1130.8113,2700.4258
483,800.1246,357.1611,545.2532,18421.6565,1596.575,1297.1602,6722.474,1605.5554,929.6752,784.5725,1117.8177,2665.2876
484,796.7633,355.8961,554.6299,18382.1809,1600.3062,1301.0511,6702.044,1604.1362,931.0131,782.2897,1110.8784,2643.1729
485,789.8095,357.0533,542.3639,18298.2358,1573.6624,1293.3247,6665.503,1594.0422,929.9659,790.1379,1112.1564,2650.2166
486,780.0783,353.8053,547.1798,18245.7436,1590.7156,1283.2888,6654.635,1603.1345,928.5062,781.2406,1100.6945,2622.465
487,781.1244,346.8836,553.2528,18220.333599999998,1587.3467,1290.8981,6620.0835,1601.5188,926.8113,785.4519,1100.0715,2626.891
488,777.7817,343.8597,548.4935,18151.861100000002,1577.8511,1288.5205,6593.1025,1595.813,920.8525,786.7385,1104.7646,2614.0835
489,781.345,349.8157,542.8782,18140.5089,1592.8253,1291.9062,6551.9463,1599.1069,922.0598,788.4968,1106.1204,2614.0083
490,781.345,349.8157,542.8782,18140.5089,1592.8253,1291.9062,6551.9463,1599.1069,922.0598,788.4968,1106.1204,2614.0083
491,770.1084,343.2777,543.1565,18061.114800000003,1591.4792,1290.9102,6551.133,1554.2188,918.142,792.3955,1101.5685,2604.725
492,770.6978,337.5374,553.1646,17997.439199999997,1576.4775,1290.3013,6505.286,1589.5232,918.9172,778.9348,1094.9529,2581.6465
493,769.9373,340.5757,533.3829,17961.629699999998,1578.9302,1281.5088,6484.495,1577.6875,926.1886,794.3409,1100.115,2574.4678
494,754.683,343.7514,538.8162,17930.467,1572.1721,1280.4337,6495.9995,1587.625,916.5089,784.6134,1081.0415,2574.8223
495,760.829,328.3016,543.8406,17838.9471,1584.678,1281.3198,6448.6924,1545.0417,917.7885,785.9888,1074.6222,2567.8445
496,751.9398,329.3881,547.7567,17863.464799999998,1574.5273,1274.9719,6438.924,1589.5464,915.6574,784.2367,1081.7177,2574.7988
497,748.7067,326.3147,549.2455,17844.3243,1569.0336,1269.7301,6438.13,1592.6484,916.1824,777.8063,1093.6466,2562.88
498,746.2955,318.6136,545.7847,17798.2804,1553.5281,1274.5494,6419.04,1601.1204,919.6178,785.0471,1074.4812,2560.2026
499,741.1649,336.6959,542.1937,17782.443,1571.2054,1274.6031,6410.2974,1599.7415,913.3882,786.1171,1059.9064,2547.1294
500,745.6326,329.8737,549.7462,17738.417800000003,1568.123,1274.6327,6396.379,1552.407,913.3563,783.6118,1070.0632,2554.5923
501,744.9159,330.0876,543.7322,17768.557300000004,1583.387,1264.8389,6396.309,1595.9368,917.4271,790.86,1054.0906,2546.9722
502,744.9159,330.0876,543.7322,17768.557300000004,1583.387,1264.8389,6396.309,1595.9368,917.4271,790.86,1054.0906,2546.9722
503,748.1245,331.8586,542.6723,17787.644699999997,1575.547,1286.2827,6381.9365,1588.8899,924.1148,789.9167,1078.5447,2539.757
504,739.4486,332.9483,548.3714,17741.028599999998,1566.2291,1283.1606,6376.239,1581.6079,920.7869,794.549,1059.094,2538.5938
505,736.0297,320.4831,557.7238,17682.6154,1563.5204,1275.9288,6366.4272,1555.281,920.4691,787.4722,1067.3601,2531.92
506,745.5089,324.57,554.6957,17738.031,1588.0114,1284.0343,6346.338,1588.4929,928.6976,793.2239,1065.1013,2519.357
507,745.5089,324.57,554.6957,17738.031,1588.0114,1284.0343,6346.338,1588.4929,928.6976,793.2239,1065.1013,2519.357
508,732.0493,319.5036,552.4901,17777.1555,1584.3198,1287.9474,6370.2656,1615.5747,927.3015,794.1088,1065.6675,2527.9272
509,739.2898,331.3243,552.8859,17777.567,1591.5647,1289.2764,6348.312,1629.6235,931.4917,786.7419,1061.6945,2515.3623
510,730.1754,322.1231,559.6303,17714.4821,1575.7538,1292.4695,6368.397,1567.4233,927.2889,798.4935,1062.2986,2510.4287
511,736.0761,315.2571,553.687,17750.003,1590.2186,1297.7544,6360.578,1577.8591,931.9768,795.3623,1075.4558,2515.7778
512,732.4008,322.1665,550.5873,17793.1218,1588.9983,1307.2754,6361.993,1613.1814,938.7791,795.9739,1070.6396,2511.1265
513,736.0817,327.6987,560.6947,17955.0037,1620.9059,1319.8282,6425.249,1648.6025,942.9437,804.2504,1058.1117,2510.6372
514,735.9415,326.8185,554.3845,17952.474299999998,1610.2026,1306.7717,6424.5864,1629.8838,945.799,807.6182,1076.7445,2533.7236
515,739.1715,318.5316,559.217,17981.67,1584.5776,1327.5923,6444.0967,1646.6946,949.2902,800.2665,1051.2476,2560.9844
516,741.826,323.0421,560.1941,18012.5392,1592.9917,1331.8721,6440.331,1639.3613,952.9651,816.7612,1068.9221,2544.2725
517,743.3386,325.6856,556.7639,18057.861100000002,1625.2186,1322.4437,6437.387,1652.9868,956.2752,813.8087,1088.8514,2535.1016
518,747.9484,318.8106,547.9113,18081.2209,1636.8724,1335.4331,6459.9746,1643.8657,959.7738,823.3609,1080.7574,2526.5127
519,746.117,316.4149,561.2516,18120.412800000002,1641.8181,1333.8806,6474.2646,1655.9766,967.8707,815.8325,1089.462,2517.5242
520,732.3519,331.2047,555.45,18120.280100000004,1646.8472,1319.1771,6476.038,1663.9224,972.8304,826.7106,1080.8005,2514.9473
521,742.6248,320.9828,554.7105,18099.7663,1650.1285,1329.9814,6480.252,1614.856,972.7363,827.9094,1079.0377,2526.5469
522,747.2219,323.8455,556.2379,18157.4418,1636.7887,1339.1868,6503.0283,1666.5326,968.6198,816.4976,1073.8411,2525.6416
523,742.0122,322.9893,559.9807,18189.8898,1641.25,1350.9248,6513.0947,1669.7714,971.1771,820.7504,1075.3484,2522.5908
524,756.4267,314.9636,554.8347,18302.583299999995,1640.2251,1344.0656,6553.253,1690.7012,975.7824,826.0541,1098.9397,2547.3372
525,749.7086,330.308,558.3673,18439.1766,1640.2375,1346.8488,6630.044,1699.0574,983.9117,831.4138,1094.677,2574.6025
526,771.5712,319.9995,561.9843,18537.9467,1631.0253,1379.5203,6689.75,1686.6843,995.9325,825.1793,1092.3977,2583.9023
527,773.5071,334.8521,565.3725,18666.0501,1677.5964,1371.5243,6722.0156,1715.7458,998.4442,830.2968,1090.0198,2586.6755
528,776.7255,333.5326,561.3716,18842.4584,1688.4434,1395.4106,6793.592,1739.9084,1002.5324,848.6343,1097.6499,2604.6577
529,785.0414,337.5189,568.1492,18859.942299999995,1684.8091,1376.9718,6795.311,1742.8329,1006.127,844.8131,1114.3739,2603.994
530,779.3413,337.5604,558.21,18857.550300000003,1680.6863,1391.2433,6822.4277,1693.5986,1016.1973,852.2089,1103.2195,2622.857
531,786.2128,349.0965,562.9338,18997.658199999998,1692.2404,1399.0413,6856.6895,1725.6427,1018.5894,859.4824,1100.5414,2647.188
532,785.7024,336.3775,577.1124,19071.6884,1693.697,1406.5294,6898.6045,1707.9448,1027.5392,862.9087,1131.0415,2644.231
533,780.6812,331.7626,570.4336,19167.6529,1708.4296,1417.9255,6943.7715,1726.321,1028.3706,857.6592,1134.4319,2667.8662
534,822.5177,345.1863,578.6859,19223.655799999997,1689.5797,1411.139,6941.6694,1728.3623,1027.2299,860.9106,1118.121,2700.254
535,794.7616,353.29,571.8473,19337.9339,1733.1272,1422.0604,6984.8604,1741.9286,1034.2727,874.5542,1127.1648,2700.0667
536,813.1755,345.9071,583.0542,19508.2628,1746.165,1430.333,7052.079,1756.0087,1046.557,868.2454,1140.5065,2726.2314
537,826.0507,357.3543,570.5784,19653.5795,1730.3591,1444.5697,7129.8877,1754.8545,1057.3015,882.7074,1141.1064,2758.8098
538,824.3051,349.1204,571.0787,19843.4157,1750.5367,1455.8362,7207.684,1784.9293,1058.2893,876.4218,1167.575,2797.6392
539,822.4704,353.8695,576.5398,19935.6135,1763.7776,1453.9104,7227.3174,1801.044,1074.707,886.5469,1167.0295,2808.401
540,845.8237,356.8359,577.9677,20033.4493,1778.4607,1461.8204,7263.2817,1789.6749,1077.4518,884.7485,1170.138,2827.246
541,841.6482,347.3165,572.5325,20118.530000000002,1750.0763,1473.1877,7311.869,1795.7905,1085.2576,888.9135,1194.3889,2857.5493
542,835.4074,358.1372,571.5643,20274.029199999997,1768.977,1470.2598,7365.5,1821.1898,1091.5906,887.7883,1224.523,2879.0918
543,853.3414,365.5125,579.5104,20283.6041,1772.9138,1425.2457,7390.499,1818.0359,1095.7283,895.4481,1187.1205,2900.2485
544,857.9817,362.8205,584.502,20374.5993,1803.1245,1423.4714,7414.21,1806.5443,1107.1863,902.562,1195.5674,2916.6292
545,850.8779,365.2716,578.8171,20483.183100000002,1813.8057,1433.492,7463.0254,1805.6455,1108.0466,917.2217,1202.2218,2944.7578
546,874.3346,367.016,582.6434,20517.5018,1805.2339,1439.6903,7484.91,1815.5083,1104.8354,916.8682,1188.6829,2937.7788
547,871.7507,368.8456,592.0171,20664.306300000004,1830.0759,1425.6603,7538.974,1826.3729,1114.6294,914.025,1225.2754,2956.68
548,863.61,369.9448,578.8339,20701.5805,1803.0906,1432.9429,7533.693,1841.4814,1114.2212,913.9334,1257.53,2992.2993
549,877.361,366.4507,589.0706,20877.659499999998,1828.7761,1435.1741,7615.607,1850.5228,1130.7534,902.2177,1245.9991,3035.727
550,885.4896,370.1473,584.6061,20926.038500000002,1830.3435,1452.8916,7641.1826,1844.6343,1135.0897,903.309,1234.0118,3044.333
551,879.8651,376.191,578.535,21060.4021,1845.5266,1438.8223,7681.6963,1857.6469,1137.0751,924.1823,1254.2233,3086.6382
552,867.8781,396.7641,574.5446,21133.966,1861.804,1421.9022,7698.304,1859.0966,1142.6365,939.8894,1270.2698,3100.8767
553,887.6206,380.4279,582.0198,21286.850400000003,1877.3696,1446.0864,7750.356,1868.6316,1144.4095,928.2118,1288.0336,3133.6836
554,892.9114,393.5056,578.5237,21331.358,1865.1589,1443.4763,7780.9834,1862.8074,1150.8082,932.8177,1291.2096,3139.1558
555,898.7965,389.0076,570.288,21364.668200000004,1867.9247,1461.2904,7801.1533,1862.1628,1152.8926,938.8346,1261.5247,3160.793
556,883.9635,387.4952,580.9899,21458.9146,1861.7236,1469.6246,7847.9263,1886.5247,1152.1075,944.4283,1251.1693,3192.9617
557,891.6328,394.3008,588.6042,21569.9778,1917.5283,1484.4742,7844.274,1867.3306,1153.0923,942.3639,1266.2439,3220.1328
558,903.5499,398.4934,594.4077,21648.4663,1918.9985,1461.478,7893.3726,1872.5447,1157.9934,945.1284,1255.52,3246.9797
559,907.0183,391.8127,585.4938,21699.4843,1897.1624,1472.2649,7917.969,1885.7777,1162.2311,945.9321,1284.1763,3249.646
560,901.3854,403.6964,578.3561,21838.042,1910.9182,1464.1165,7957.4004,1898.0632,1164.9694,951.5497,1337.3242,3270.2625
561,919.4373,394.9474,577.8158,21941.8817,1914.6168,1479.0659,8006.09,1888.9391,1162.9989,952.8024,1329.7365,3315.4316
562,909.1603,403.6083,582.6666,22083.240400000002,1922.0734,1483.4578,8078.509,1899.931,1167.3643,944.239,1339.8345,3352.3962
563,919.027,399.8113,583.4357,22180.760100000003,1902.6562,1478.1016,8152.923,1913.2146,1165.0801,952.5371,1354.1483,3359.8252
564,925.5983,402.6894,588.6776,22205.9354,1891.3735,1490.2297,8153.119,1901.8076,1179.9214,941.3167,1361.1248,3370.0774
565,926.4205,417.5102,588.5243,22300.7062,1912.6813,1486.1602,8177.97,1928.918,1185.1692,943.8468,1351.4913,3382.0144
566,941.3611,419.0861,589.6422,22367.7165,1901.669,1488.3383,8190.5,1935.906,1177.0239,953.4115,1355.005,3415.7734
567,948.9542,402.366,583.9761,22505.6996,1891.6205,1499.6111,8254.627,1923.6859,1188.9021,970.0721,1394.3241,3447.5605
568,936.7199,419.4045,587.5629,22497.213200000002,1896.0687,1480.0481,8292.637,1917.5189,1185.51,967.4692,1371.1392,3443.1348
569,956.0673,428.3835,579.9323,22546.2019,1925.302,1472.5123,8282.598,1921.2323,1184.5068,964.6923,1371.2979,3459.6772
570,942.6979,428.8825,587.0801,22639.2895,1882.1453,1502.3279,8315.401,1924.2123,1204.0103,959.704,1409.3594,3483.4688
571,959.5792,420.9772,589.5129,22786.458,1923.531,1515.6683,8338.339,1930.4723,1200.2327,957.7731,1430.9513,3519.421
572,953.1129,431.2017,588.6771,22852.525500000003,1939.864,1491.771,8355.771,1955.1101,1199.6475,965.8735,1428.0934,3543.4033
573,962.9531,431.3301,584.4703,22945.486,1939.0471,1492.3235,8422.494,1940.5217,1205.2344,974.5685,1453.8245,3538.7188
574,976.5792,427.9097,583.923,23023.9874,1918.3162,1508.0706,8436.031,1948.2933,1212.447,983.1505,1448.6509,3580.616
575,967.4398,424.4389,586.24,23129.666300000004,1949.1006,1503.124,8456.959,1957.0239,1213.6655,985.6508,1484.6508,3601.373
576,985.7643,434.8882,585.3914,23258.1381,1933.719,1506.5369,8502.241,1981.1504,1217.6277,989.5902,1489.938,3631.291
577,979.8124,439.2839,587.0024,23381.6598,1969.2289,1504.8245,8555.563,1996.4093,1224.7217,984.646,1499.5688,3640.5989
578,989.9887,444.1203,587.7076,23416.2851,1963.4695,1512.7742,8552.435,1999.3665,1215.787,990.8312,1507.4877,3652.3174
579,997.509,444.4431,589.2385,23428.7149,1966.0027,1518.5658,8559.605,1994.4637,1224.0957,992.4847,1494.6832,3647.6235
580,987.3582,428.1293,588.1904,23527.3966,1971.1973,1507.6519,8604.909,2015.1995,1223.8367,999.4439,1521.9042,3679.5762
581,994.2582,441.6492,583.63,23604.0003,1961.7675,1503.665,8654.879,2001.4656,1235.1482,1008.8272,1525.5654,3693.145
582,997.0492,440.4652,595.312,23690.171200000004,1987.1039,1506.4358,8660.061,2012.8877,1244.6624,1010.3779,1532.1804,3703.6357
583,1002.3709,451.4332,597.0767,23697.4393,1964.6223,1510.3566,8630.0,2033.5162,1252.7395,1008.6032,1533.4062,3713.3145
584,1011.13,459.9738,591.5992,23780.5351,1995.4059,1515.807,8647.726,2021.252,1260.2078,1011.631,1533.3942,3732.4082
585,1018.1608,467.1685,585.7747,23829.5194,1968.1466,1525.8534,8691.538,2010.2991,1268.4656,1015.1531,1522.2633,3756.6963
586,1020.1151,460.5668,585.012,23915.222599999997,1979.8975,1543.2654,8700.089,2031.1934,1278.182,1024.7163,1513.4458,3778.7393
587,1035.5912,477.6789,594.1608,23980.938,1980.1737,1536.9178,8685.643,2045.2078,1283.5503,1021.0029,1500.6473,3820.3643
588,1031.0536,468.2858,595.3117,23994.252699999997,1984.3258,1528.7485,8680.144,2055.0068,1299.655,1011.933,1520.2045,3819.584
589,1030.6816,478.712,587.4086,24073.3614,1989.9553,1505.1514,8722.611,2057.172,1313.702,1015.6965,1520.438,3851.833
590,1031.0479,468.1574,602.2009,24114.5723,2009.3901,1499.2987,8721.547,2059.8572,1314.1211,1012.8428,1532.2078,3863.9014
