,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_walton,hospital-er-wait-minutes-piedmont_newnan,hospital-er-wait-minutes-piedmont_mountside_ellijay,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_atlanta,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_athens
638,73.0,18.0,6.0,7.0,67.0,0.0,27.0,352.0,174.0,41.0
639,86.0,15.0,0.0,4.0,0.0,7.0,15.0,183.0,178.0,34.0
640,86.0,15.0,0.0,4.0,0.0,7.0,15.0,183.0,178.0,34.0
641,93.0,10.0,24.0,4.0,0.0,7.0,9.0,235.0,136.0,20.0
642,93.0,10.0,24.0,4.0,0.0,7.0,9.0,235.0,136.0,20.0
643,84.0,11.0,24.0,3.0,0.0,11.0,15.0,308.0,179.0,18.0
644,84.0,11.0,24.0,3.0,0.0,11.0,15.0,308.0,179.0,18.0
645,99.0,31.0,7.0,4.0,0.0,20.0,26.0,257.0,246.0,29.0
646,99.0,31.0,7.0,4.0,0.0,20.0,26.0,257.0,246.0,29.0
647,125.0,31.0,7.0,9.0,0.0,30.0,30.0,249.0,323.0,29.0
648,125.0,31.0,7.0,9.0,0.0,30.0,30.0,249.0,323.0,29.0
649,128.0,1.0,13.0,24.0,0.0,46.0,35.0,269.0,166.0,15.0
650,128.0,1.0,13.0,24.0,0.0,46.0,35.0,269.0,166.0,15.0
651,155.0,16.0,13.0,19.0,0.0,53.0,42.0,327.0,303.0,16.0
652,155.0,16.0,13.0,19.0,0.0,53.0,42.0,327.0,303.0,16.0
653,203.0,60.0,8.0,16.0,23.0,53.0,50.0,254.0,237.0,11.0
654,203.0,60.0,8.0,16.0,23.0,53.0,50.0,254.0,237.0,11.0
655,120.0,33.0,7.0,6.0,27.0,12.0,41.0,206.0,139.0,12.0
656,120.0,33.0,7.0,6.0,27.0,12.0,41.0,206.0,139.0,12.0
657,100.0,11.0,9.0,5.0,27.0,10.0,9.0,137.0,83.0,14.0
658,100.0,11.0,9.0,5.0,27.0,10.0,9.0,137.0,83.0,14.0
659,65.0,18.0,2.0,7.0,0.0,21.0,9.0,116.0,13.0,9.0
660,65.0,18.0,2.0,7.0,0.0,21.0,9.0,116.0,13.0,9.0
661,72.0,21.0,3.0,12.0,0.0,29.0,9.0,32.0,20.0,13.0
662,72.0,21.0,3.0,12.0,0.0,29.0,9.0,32.0,20.0,13.0
663,66.0,22.0,4.0,11.0,11.0,42.0,8.0,26.0,18.0,12.0
664,66.0,22.0,4.0,11.0,11.0,42.0,8.0,26.0,18.0,12.0
665,60.0,21.0,3.0,13.0,9.0,32.0,7.0,23.0,18.0,7.0
666,60.0,21.0,3.0,13.0,9.0,32.0,7.0,23.0,18.0,7.0
667,58.0,34.0,3.0,16.0,6.0,29.0,7.0,24.0,29.0,9.0
668,58.0,34.0,3.0,16.0,6.0,29.0,7.0,24.0,29.0,9.0
669,59.0,64.0,4.0,12.0,9.0,25.0,15.0,29.0,35.0,13.0
670,59.0,64.0,4.0,12.0,9.0,25.0,15.0,29.0,35.0,13.0
671,72.0,83.0,5.0,13.0,13.0,24.0,23.0,39.0,57.0,17.0
672,72.0,83.0,5.0,13.0,13.0,24.0,23.0,39.0,57.0,17.0
673,100.0,81.0,8.0,11.0,12.0,27.0,25.0,38.0,69.0,20.0
674,100.0,81.0,8.0,11.0,12.0,27.0,25.0,38.0,69.0,20.0
675,105.0,59.0,10.0,11.0,7.0,36.0,24.0,37.0,88.0,22.0
676,105.0,59.0,10.0,11.0,7.0,36.0,24.0,37.0,88.0,22.0
677,114.0,64.0,9.0,21.0,0.0,38.0,26.0,35.0,100.0,25.0
678,114.0,64.0,9.0,21.0,0.0,38.0,26.0,35.0,100.0,25.0
679,129.0,93.0,5.0,29.0,7.0,35.0,27.0,42.0,106.0,26.0
680,129.0,93.0,5.0,29.0,7.0,35.0,27.0,42.0,106.0,26.0
681,139.0,129.0,8.0,30.0,19.0,33.0,19.0,52.0,130.0,24.0
682,139.0,129.0,8.0,30.0,19.0,33.0,19.0,52.0,130.0,24.0
683,139.0,118.0,15.0,33.0,19.0,37.0,13.0,51.0,115.0,34.0
684,139.0,118.0,15.0,33.0,19.0,37.0,13.0,51.0,115.0,34.0
685,161.0,127.0,15.0,37.0,4.0,42.0,13.0,47.0,122.0,40.0
686,161.0,127.0,15.0,37.0,4.0,42.0,13.0,47.0,122.0,40.0
687,137.0,140.0,13.0,43.0,6.0,48.0,12.0,42.0,130.0,43.0
688,137.0,140.0,13.0,43.0,6.0,48.0,12.0,42.0,130.0,43.0
689,136.0,108.0,8.0,52.0,10.0,55.0,19.0,43.0,136.0,42.0
690,136.0,108.0,8.0,52.0,10.0,55.0,19.0,43.0,136.0,42.0
691,153.0,94.0,7.0,49.0,13.0,63.0,18.0,39.0,179.0,44.0
692,153.0,94.0,7.0,49.0,13.0,63.0,18.0,39.0,179.0,44.0
693,139.0,96.0,4.0,47.0,18.0,51.0,15.0,40.0,206.0,52.0
694,139.0,96.0,4.0,47.0,18.0,51.0,15.0,40.0,206.0,52.0
695,140.0,68.0,4.0,57.0,26.0,43.0,15.0,62.0,202.0,47.0
696,140.0,68.0,4.0,57.0,26.0,43.0,15.0,62.0,202.0,47.0
697,133.0,62.0,4.0,58.0,34.0,48.0,16.0,59.0,197.0,43.0
698,133.0,62.0,4.0,58.0,34.0,48.0,16.0,59.0,197.0,43.0
699,125.0,64.0,4.0,69.0,53.0,51.0,14.0,35.0,184.0,27.0
700,125.0,64.0,4.0,69.0,53.0,51.0,14.0,35.0,184.0,27.0
701,116.0,66.0,4.0,64.0,28.0,49.0,17.0,31.0,158.0,25.0
702,116.0,66.0,4.0,64.0,28.0,49.0,17.0,31.0,158.0,25.0
703,75.0,87.0,4.0,74.0,33.0,56.0,23.0,22.0,52.0,25.0
704,75.0,87.0,4.0,74.0,33.0,56.0,23.0,22.0,52.0,25.0
705,74.0,86.0,3.0,113.0,32.0,74.0,28.0,25.0,70.0,23.0
706,74.0,86.0,3.0,113.0,32.0,74.0,28.0,25.0,70.0,23.0
707,77.0,76.0,2.0,129.0,24.0,75.0,35.0,25.0,78.0,27.0
708,77.0,76.0,2.0,129.0,24.0,75.0,35.0,25.0,78.0,27.0
709,84.0,49.0,4.0,114.0,12.0,70.0,38.0,27.0,84.0,35.0
710,84.0,49.0,4.0,114.0,12.0,70.0,38.0,27.0,84.0,35.0
711,82.0,44.0,3.0,102.0,12.0,60.0,39.0,31.0,84.0,26.0
712,82.0,44.0,3.0,102.0,12.0,60.0,39.0,31.0,84.0,26.0
713,101.0,66.0,4.0,64.0,9.0,65.0,37.0,43.0,58.0,27.0
714,101.0,66.0,4.0,64.0,9.0,65.0,37.0,43.0,58.0,27.0
715,141.0,101.0,4.0,64.0,9.0,70.0,25.0,51.0,52.0,22.0
716,141.0,101.0,4.0,64.0,9.0,70.0,25.0,51.0,52.0,22.0
717,155.0,94.0,4.0,51.0,13.0,81.0,15.0,65.0,66.0,22.0
718,155.0,94.0,4.0,51.0,13.0,81.0,15.0,65.0,66.0,22.0
719,146.0,61.0,4.0,61.0,13.0,112.0,28.0,92.0,57.0,27.0
720,146.0,61.0,4.0,61.0,13.0,112.0,28.0,92.0,57.0,27.0
721,118.0,48.0,2.0,56.0,0.0,120.0,34.0,108.0,35.0,37.0
722,118.0,48.0,2.0,56.0,0.0,120.0,34.0,108.0,35.0,37.0
723,81.0,91.0,0.0,59.0,0.0,125.0,33.0,152.0,35.0,37.0
724,81.0,91.0,0.0,59.0,0.0,125.0,33.0,152.0,35.0,37.0
725,85.0,0.0,2.0,79.0,0.0,139.0,45.0,150.0,37.0,51.0
726,85.0,0.0,2.0,79.0,0.0,139.0,45.0,150.0,37.0,51.0
727,96.0,0.0,3.0,97.0,7.0,141.0,26.0,150.0,49.0,71.0
728,96.0,0.0,3.0,97.0,7.0,141.0,26.0,150.0,49.0,71.0
729,138.0,0.0,5.0,109.0,13.0,102.0,15.0,291.0,75.0,76.0
730,138.0,0.0,5.0,109.0,13.0,102.0,15.0,291.0,75.0,76.0
731,138.0,0.0,1.0,88.0,9.0,84.0,14.0,216.0,49.0,80.0
732,138.0,0.0,1.0,88.0,9.0,84.0,14.0,216.0,49.0,80.0
733,120.0,6.0,2.0,84.0,4.0,49.0,18.0,217.0,24.0,85.0
734,120.0,6.0,2.0,84.0,4.0,49.0,18.0,217.0,24.0,85.0
735,173.0,6.0,6.0,75.0,0.0,46.0,25.0,305.0,2.0,93.0
736,173.0,6.0,6.0,75.0,0.0,46.0,25.0,305.0,2.0,93.0
737,249.0,0.0,0.0,70.0,0.0,76.0,8.0,323.0,2.0,110.0
738,249.0,0.0,0.0,70.0,0.0,76.0,8.0,323.0,2.0,110.0
739,207.0,20.0,15.0,70.0,0.0,112.0,8.0,418.0,0.0,88.0
740,207.0,20.0,15.0,70.0,0.0,112.0,8.0,418.0,0.0,88.0
741,214.0,40.0,9.0,11.0,2.0,108.0,5.0,259.0,11.0,38.0
742,214.0,40.0,9.0,11.0,2.0,108.0,5.0,259.0,11.0,38.0
743,213.0,40.0,2.0,11.0,2.0,107.0,13.0,243.0,12.0,20.0
744,213.0,40.0,2.0,11.0,2.0,107.0,13.0,243.0,12.0,20.0
745,128.0,0.0,0.0,13.0,0.0,63.0,38.0,295.0,10.0,20.0
746,128.0,0.0,0.0,13.0,0.0,63.0,38.0,295.0,10.0,20.0
747,122.0,0.0,15.0,13.0,0.0,70.0,27.0,160.0,15.0,33.0
748,122.0,0.0,15.0,13.0,0.0,70.0,27.0,160.0,15.0,33.0
749,114.0,14.0,13.0,19.0,1.0,62.0,6.0,208.0,19.0,30.0
750,114.0,14.0,13.0,19.0,1.0,62.0,6.0,208.0,19.0,30.0
751,129.0,23.0,5.0,27.0,31.0,34.0,11.0,199.0,18.0,21.0
752,129.0,23.0,5.0,27.0,31.0,34.0,11.0,199.0,18.0,21.0
753,114.0,23.0,3.0,22.0,23.0,32.0,10.0,112.0,14.0,19.0
754,114.0,23.0,3.0,22.0,23.0,32.0,10.0,112.0,14.0,19.0
755,47.0,19.0,6.0,14.0,19.0,37.0,8.0,87.0,13.0,19.0
756,47.0,19.0,6.0,14.0,19.0,37.0,8.0,87.0,13.0,19.0
757,48.0,17.0,8.0,18.0,11.0,45.0,10.0,80.0,16.0,26.0
758,48.0,17.0,8.0,18.0,11.0,45.0,10.0,80.0,16.0,26.0
759,46.0,15.0,5.0,21.0,12.0,57.0,16.0,64.0,16.0,32.0
760,46.0,15.0,5.0,21.0,12.0,57.0,16.0,64.0,16.0,32.0
761,49.0,18.0,4.0,19.0,20.0,43.0,20.0,31.0,21.0,24.0
762,49.0,18.0,4.0,19.0,20.0,43.0,20.0,31.0,21.0,24.0
763,65.0,29.0,8.0,15.0,27.0,35.0,22.0,40.0,39.0,14.0
764,65.0,29.0,8.0,15.0,27.0,35.0,22.0,40.0,39.0,14.0
765,73.0,58.0,8.0,11.0,28.0,50.0,33.0,49.0,33.0,21.0
766,73.0,58.0,8.0,11.0,28.0,50.0,33.0,49.0,33.0,21.0
767,84.0,58.0,5.0,5.0,23.0,55.0,50.0,63.0,43.0,24.0
768,84.0,58.0,5.0,5.0,23.0,55.0,50.0,63.0,43.0,24.0
769,89.0,50.0,6.0,7.0,14.0,64.0,50.0,63.0,53.0,26.0
770,89.0,50.0,6.0,7.0,14.0,64.0,50.0,63.0,53.0,26.0
771,84.0,33.0,6.0,8.0,4.0,72.0,48.0,61.0,61.0,29.0
772,84.0,33.0,6.0,8.0,4.0,72.0,48.0,61.0,61.0,29.0
773,87.0,26.0,4.0,9.0,5.0,86.0,51.0,76.0,76.0,41.0
774,87.0,26.0,4.0,9.0,5.0,86.0,51.0,76.0,76.0,41.0
775,91.0,38.0,4.0,10.0,0.0,115.0,45.0,89.0,95.0,51.0
776,91.0,38.0,4.0,10.0,0.0,115.0,45.0,89.0,95.0,51.0
777,104.0,52.0,11.0,9.0,0.0,128.0,47.0,101.0,116.0,59.0
778,104.0,52.0,11.0,9.0,0.0,128.0,47.0,101.0,116.0,59.0
779,136.0,53.0,12.0,9.0,0.0,115.0,58.0,104.0,119.0,68.0
780,136.0,53.0,12.0,9.0,0.0,115.0,58.0,104.0,119.0,68.0
781,137.0,51.0,14.0,7.0,0.0,118.0,88.0,87.0,138.0,72.0
782,137.0,51.0,14.0,7.0,0.0,118.0,88.0,87.0,138.0,72.0
783,123.0,81.0,6.0,6.0,0.0,122.0,70.0,78.0,147.0,62.0
784,123.0,81.0,6.0,6.0,0.0,122.0,70.0,78.0,147.0,62.0
785,131.0,97.0,4.0,5.0,4.0,118.0,52.0,88.0,159.0,75.0
786,131.0,97.0,4.0,5.0,4.0,118.0,52.0,88.0,159.0,75.0
787,129.0,70.0,4.0,6.0,15.0,116.0,10.0,83.0,137.0,79.0
788,129.0,70.0,4.0,6.0,15.0,116.0,10.0,83.0,137.0,79.0
789,138.0,65.0,7.0,5.0,15.0,122.0,7.0,82.0,127.0,71.0
790,138.0,65.0,7.0,5.0,15.0,122.0,7.0,82.0,127.0,71.0
791,147.0,68.0,8.0,4.0,13.0,121.0,6.0,70.0,138.0,70.0
792,147.0,68.0,8.0,4.0,13.0,121.0,6.0,70.0,138.0,70.0
793,132.0,53.0,3.0,4.0,10.0,97.0,5.0,57.0,153.0,56.0
794,132.0,53.0,3.0,4.0,10.0,97.0,5.0,57.0,153.0,56.0
795,158.0,20.0,5.0,6.0,7.0,99.0,4.0,38.0,153.0,43.0
796,158.0,20.0,5.0,6.0,7.0,99.0,4.0,38.0,153.0,43.0
797,168.0,18.0,8.0,16.0,19.0,79.0,5.0,49.0,136.0,42.0
798,168.0,18.0,8.0,16.0,19.0,79.0,5.0,49.0,136.0,42.0
799,169.0,20.0,5.0,23.0,41.0,70.0,10.0,44.0,98.0,63.0
800,169.0,20.0,5.0,23.0,41.0,70.0,10.0,44.0,98.0,63.0
801,202.0,13.0,4.0,31.0,72.0,82.0,12.0,37.0,105.0,62.0
802,202.0,13.0,4.0,31.0,72.0,82.0,12.0,37.0,105.0,62.0
803,176.0,9.0,4.0,29.0,72.0,84.0,15.0,39.0,79.0,58.0
804,176.0,9.0,4.0,29.0,72.0,84.0,15.0,39.0,79.0,58.0
805,163.0,0.0,5.0,33.0,28.0,100.0,18.0,44.0,67.0,67.0
806,163.0,0.0,5.0,33.0,28.0,100.0,18.0,44.0,67.0,67.0
807,176.0,16.0,5.0,32.0,33.0,121.0,15.0,56.0,54.0,86.0
808,176.0,16.0,5.0,32.0,33.0,121.0,15.0,56.0,54.0,86.0
809,210.0,15.0,4.0,35.0,33.0,110.0,11.0,84.0,45.0,88.0
810,210.0,15.0,4.0,35.0,33.0,110.0,11.0,84.0,45.0,88.0
811,152.0,11.0,4.0,47.0,28.0,125.0,12.0,120.0,46.0,93.0
812,152.0,11.0,4.0,47.0,28.0,125.0,12.0,120.0,46.0,93.0
813,144.0,11.0,7.0,53.0,14.0,137.0,12.0,106.0,43.0,112.0
814,144.0,11.0,7.0,53.0,14.0,137.0,12.0,106.0,43.0,112.0
815,150.0,11.0,8.0,78.0,5.0,161.0,19.0,575.0,33.0,124.0
816,150.0,11.0,8.0,78.0,5.0,161.0,19.0,575.0,33.0,124.0
817,161.0,18.0,1.0,113.0,4.0,116.0,51.0,417.0,16.0,138.0
818,161.0,18.0,1.0,113.0,4.0,116.0,51.0,417.0,16.0,138.0
819,179.0,24.0,1.0,106.0,0.0,119.0,62.0,178.0,23.0,114.0
820,179.0,24.0,1.0,106.0,0.0,119.0,62.0,178.0,23.0,114.0
821,177.0,25.0,0.0,93.0,0.0,144.0,87.0,151.0,13.0,92.0
822,177.0,25.0,0.0,93.0,0.0,144.0,87.0,151.0,13.0,92.0
823,193.0,27.0,1.0,100.0,0.0,136.0,96.0,174.0,4.0,76.0
824,193.0,27.0,1.0,100.0,0.0,136.0,96.0,174.0,4.0,76.0
825,174.0,0.0,1.0,92.0,12.0,127.0,116.0,188.0,10.0,43.0
826,174.0,0.0,1.0,92.0,12.0,127.0,116.0,188.0,10.0,43.0
827,196.0,6.0,1.0,99.0,12.0,119.0,147.0,204.0,7.0,42.0
828,196.0,6.0,1.0,99.0,12.0,119.0,147.0,204.0,7.0,42.0
829,314.0,6.0,2.0,130.0,11.0,116.0,151.0,342.0,6.0,34.0
830,314.0,6.0,2.0,130.0,11.0,116.0,151.0,342.0,6.0,34.0
831,239.0,0.0,2.0,119.0,0.0,80.0,147.0,323.0,6.0,21.0
832,239.0,0.0,2.0,119.0,0.0,80.0,147.0,323.0,6.0,21.0
833,266.0,0.0,3.0,78.0,0.0,84.0,188.0,264.0,6.0,5.0
834,266.0,0.0,3.0,78.0,0.0,84.0,188.0,264.0,6.0,5.0
835,330.0,3.0,4.0,50.0,0.0,87.0,213.0,239.0,0.0,11.0
836,330.0,3.0,4.0,50.0,0.0,87.0,213.0,239.0,0.0,11.0
837,341.0,5.0,8.0,66.0,9.0,84.0,143.0,184.0,2.0,14.0
838,341.0,5.0,8.0,66.0,9.0,84.0,143.0,184.0,2.0,14.0
839,393.0,9.0,6.0,97.0,9.0,97.0,68.0,171.0,6.0,13.0
840,393.0,9.0,6.0,97.0,9.0,97.0,68.0,171.0,6.0,13.0
841,416.0,0.0,2.0,119.0,0.0,120.0,52.0,98.0,24.0,10.0
842,416.0,0.0,2.0,119.0,0.0,120.0,52.0,98.0,24.0,10.0
843,314.0,0.0,3.0,82.0,0.0,102.0,72.0,111.0,52.0,11.0
844,314.0,0.0,3.0,82.0,0.0,102.0,72.0,111.0,52.0,11.0
845,283.0,0.0,7.0,73.0,0.0,102.0,86.0,82.0,52.0,14.0
846,283.0,0.0,7.0,73.0,0.0,102.0,86.0,82.0,52.0,14.0
847,318.0,12.0,10.0,36.0,0.0,31.0,92.0,89.0,56.0,15.0
848,318.0,12.0,10.0,36.0,0.0,31.0,92.0,89.0,56.0,15.0
849,336.0,22.0,10.0,32.0,0.0,27.0,73.0,122.0,36.0,14.0
850,336.0,22.0,10.0,32.0,0.0,27.0,73.0,122.0,36.0,14.0
851,235.0,23.0,6.0,28.0,0.0,28.0,37.0,95.0,29.0,8.0
852,235.0,23.0,6.0,28.0,0.0,28.0,37.0,95.0,29.0,8.0
853,213.0,23.0,10.0,42.0,2.0,21.0,9.0,77.0,18.0,11.0
854,213.0,23.0,10.0,42.0,2.0,21.0,9.0,77.0,18.0,11.0
855,209.0,25.0,16.0,23.0,13.0,22.0,12.0,66.0,31.0,19.0
856,209.0,25.0,16.0,23.0,13.0,22.0,12.0,66.0,31.0,19.0
857,178.0,21.0,13.0,24.0,17.0,32.0,11.0,77.0,45.0,27.0
858,178.0,21.0,13.0,24.0,17.0,32.0,11.0,77.0,45.0,27.0
859,104.0,13.0,3.0,36.0,33.0,33.0,7.0,83.0,50.0,34.0
860,104.0,13.0,3.0,36.0,33.0,33.0,7.0,83.0,50.0,34.0
861,99.0,24.0,2.0,21.0,49.0,28.0,13.0,112.0,60.0,42.0
862,99.0,24.0,2.0,21.0,49.0,28.0,13.0,112.0,60.0,42.0
863,117.0,46.0,3.0,15.0,40.0,24.0,19.0,98.0,61.0,48.0
864,117.0,46.0,3.0,15.0,40.0,24.0,19.0,98.0,61.0,48.0
865,112.0,52.0,5.0,19.0,17.0,30.0,19.0,94.0,72.0,56.0
866,112.0,52.0,5.0,19.0,17.0,30.0,19.0,94.0,72.0,56.0
867,93.0,63.0,8.0,32.0,23.0,35.0,25.0,85.0,86.0,65.0
868,93.0,63.0,8.0,32.0,23.0,35.0,25.0,85.0,86.0,65.0
869,87.0,63.0,8.0,30.0,15.0,37.0,38.0,72.0,95.0,79.0
870,87.0,63.0,8.0,30.0,15.0,37.0,38.0,72.0,95.0,79.0
871,84.0,67.0,5.0,29.0,12.0,47.0,33.0,86.0,110.0,73.0
872,84.0,67.0,5.0,29.0,12.0,47.0,33.0,86.0,110.0,73.0
873,90.0,65.0,9.0,32.0,10.0,55.0,30.0,78.0,146.0,56.0
874,90.0,65.0,9.0,32.0,10.0,55.0,30.0,78.0,146.0,56.0
875,104.0,72.0,9.0,28.0,3.0,51.0,31.0,63.0,156.0,48.0
876,104.0,72.0,9.0,28.0,3.0,51.0,31.0,63.0,156.0,48.0
877,111.0,109.0,5.0,23.0,15.0,53.0,36.0,68.0,183.0,47.0
878,111.0,109.0,5.0,23.0,15.0,53.0,36.0,68.0,183.0,47.0
879,107.0,10.0,5.0,32.0,25.0,72.0,40.0,70.0,152.0,51.0
880,107.0,10.0,5.0,32.0,25.0,72.0,40.0,70.0,152.0,51.0
881,111.0,14.0,3.0,44.0,43.0,107.0,60.0,52.0,136.0,46.0
882,111.0,14.0,3.0,44.0,43.0,107.0,60.0,52.0,136.0,46.0
883,121.0,21.0,4.0,43.0,51.0,96.0,35.0,56.0,198.0,37.0
884,121.0,21.0,4.0,43.0,51.0,96.0,35.0,56.0,198.0,37.0
885,114.0,40.0,3.0,34.0,60.0,66.0,30.0,62.0,177.0,40.0
886,114.0,40.0,3.0,34.0,60.0,66.0,30.0,62.0,177.0,40.0
887,138.0,60.0,2.0,43.0,15.0,69.0,7.0,72.0,113.0,43.0
888,138.0,60.0,2.0,43.0,15.0,69.0,7.0,72.0,113.0,43.0
889,136.0,72.0,2.0,40.0,15.0,86.0,10.0,47.0,128.0,48.0
890,136.0,72.0,2.0,40.0,15.0,86.0,10.0,47.0,128.0,48.0
891,132.0,79.0,2.0,44.0,16.0,113.0,13.0,58.0,177.0,59.0
892,132.0,79.0,2.0,44.0,16.0,113.0,13.0,58.0,177.0,59.0
893,152.0,75.0,2.0,53.0,16.0,95.0,11.0,42.0,162.0,58.0
894,152.0,75.0,2.0,53.0,16.0,95.0,11.0,42.0,162.0,58.0
895,158.0,76.0,2.0,58.0,12.0,75.0,3.0,50.0,160.0,48.0
896,158.0,76.0,2.0,58.0,12.0,75.0,3.0,50.0,160.0,48.0
897,158.0,124.0,2.0,84.0,12.0,79.0,4.0,56.0,199.0,56.0
898,158.0,124.0,2.0,84.0,12.0,79.0,4.0,56.0,199.0,56.0
899,156.0,126.0,2.0,146.0,0.0,206.0,4.0,71.0,253.0,64.0
900,156.0,126.0,2.0,146.0,0.0,206.0,4.0,71.0,253.0,64.0
901,168.0,87.0,1.0,107.0,0.0,111.0,7.0,77.0,254.0,71.0
902,168.0,87.0,1.0,107.0,0.0,111.0,7.0,77.0,254.0,71.0
903,244.0,70.0,1.0,112.0,7.0,100.0,6.0,53.0,211.0,80.0
904,244.0,70.0,1.0,112.0,7.0,100.0,6.0,53.0,211.0,80.0
905,216.0,89.0,1.0,126.0,11.0,88.0,6.0,65.0,222.0,93.0
906,216.0,89.0,1.0,126.0,11.0,88.0,6.0,65.0,222.0,93.0
907,252.0,185.0,2.0,130.0,16.0,92.0,9.0,69.0,302.0,75.0
908,252.0,185.0,2.0,130.0,16.0,92.0,9.0,69.0,302.0,75.0
909,274.0,187.0,2.0,133.0,29.0,96.0,8.0,64.0,173.0,90.0
910,274.0,187.0,2.0,133.0,29.0,96.0,8.0,64.0,173.0,90.0
911,262.0,137.0,1.0,130.0,0.0,91.0,19.0,125.0,153.0,94.0
912,262.0,137.0,1.0,130.0,0.0,91.0,19.0,125.0,153.0,94.0
913,239.0,153.0,2.0,180.0,14.0,131.0,33.0,128.0,199.0,86.0
914,239.0,153.0,2.0,180.0,14.0,131.0,33.0,128.0,199.0,86.0
915,225.0,153.0,3.0,168.0,14.0,102.0,37.0,143.0,197.0,115.0
916,225.0,153.0,3.0,168.0,14.0,102.0,37.0,143.0,197.0,115.0
917,263.0,39.0,2.0,185.0,0.0,100.0,25.0,165.0,113.0,128.0
918,263.0,39.0,2.0,185.0,0.0,100.0,25.0,165.0,113.0,128.0
919,268.0,39.0,2.0,199.0,24.0,121.0,17.0,150.0,149.0,108.0
920,268.0,39.0,2.0,199.0,24.0,121.0,17.0,150.0,149.0,108.0
921,247.0,12.0,0.0,150.0,17.0,147.0,18.0,233.0,169.0,117.0
922,247.0,12.0,0.0,150.0,17.0,147.0,18.0,233.0,169.0,117.0
923,272.0,16.0,0.0,219.0,10.0,121.0,11.0,241.0,158.0,137.0
924,272.0,16.0,0.0,219.0,10.0,121.0,11.0,241.0,158.0,137.0
925,312.0,12.0,0.0,254.0,0.0,106.0,6.0,272.0,178.0,141.0
926,312.0,12.0,0.0,254.0,0.0,106.0,6.0,272.0,178.0,141.0
927,336.0,0.0,0.0,204.0,0.0,38.0,0.0,308.0,187.0,123.0
928,336.0,0.0,0.0,204.0,0.0,38.0,0.0,308.0,187.0,123.0
929,339.0,0.0,0.0,216.0,0.0,7.0,7.0,288.0,190.0,96.0
930,339.0,0.0,0.0,216.0,0.0,7.0,7.0,288.0,190.0,96.0
931,316.0,0.0,1.0,248.0,0.0,0.0,8.0,268.0,186.0,100.0
932,316.0,0.0,1.0,248.0,0.0,0.0,8.0,268.0,186.0,100.0
933,333.0,0.0,3.0,234.0,24.0,9.0,14.0,216.0,271.0,45.0
934,333.0,0.0,3.0,234.0,24.0,9.0,14.0,216.0,271.0,45.0
935,415.0,0.0,3.0,269.0,25.0,31.0,16.0,176.0,294.0,37.0
936,415.0,0.0,3.0,269.0,25.0,31.0,16.0,176.0,294.0,37.0
937,408.0,0.0,2.0,317.0,25.0,30.0,22.0,219.0,151.0,16.0
938,408.0,0.0,2.0,317.0,25.0,30.0,22.0,219.0,151.0,16.0
939,405.0,12.0,2.0,148.0,0.0,32.0,38.0,154.0,171.0,25.0
940,405.0,12.0,2.0,148.0,0.0,32.0,38.0,154.0,171.0,25.0
941,396.0,12.0,0.0,148.0,0.0,28.0,36.0,161.0,140.0,36.0
942,396.0,12.0,0.0,148.0,0.0,28.0,36.0,161.0,140.0,36.0
943,390.0,11.0,1.0,21.0,0.0,22.0,22.0,144.0,131.0,42.0
944,390.0,11.0,1.0,21.0,0.0,22.0,22.0,144.0,131.0,42.0
945,345.0,24.0,2.0,19.0,0.0,18.0,17.0,65.0,156.0,29.0
946,345.0,24.0,2.0,19.0,0.0,18.0,17.0,65.0,156.0,29.0
947,195.0,30.0,3.0,21.0,5.0,14.0,14.0,64.0,10.0,19.0
948,195.0,30.0,3.0,21.0,5.0,14.0,14.0,64.0,10.0,19.0
949,124.0,29.0,3.0,17.0,35.0,16.0,16.0,46.0,19.0,30.0
950,124.0,29.0,3.0,17.0,35.0,16.0,16.0,46.0,19.0,30.0
951,81.0,29.0,2.0,13.0,39.0,17.0,15.0,25.0,22.0,37.0
952,81.0,29.0,2.0,13.0,39.0,17.0,15.0,25.0,22.0,37.0
953,58.0,0.0,1.0,5.0,39.0,15.0,12.0,25.0,17.0,37.0
954,58.0,0.0,1.0,5.0,39.0,15.0,12.0,25.0,17.0,37.0
955,55.0,18.0,1.0,15.0,23.0,18.0,15.0,27.0,14.0,36.0
956,55.0,18.0,1.0,15.0,23.0,18.0,15.0,27.0,14.0,36.0
957,55.0,36.0,1.0,16.0,13.0,13.0,24.0,32.0,17.0,33.0
958,55.0,36.0,1.0,16.0,13.0,13.0,24.0,32.0,17.0,33.0
959,56.0,29.0,2.0,10.0,7.0,12.0,26.0,37.0,11.0,31.0
960,56.0,29.0,2.0,10.0,7.0,12.0,26.0,37.0,11.0,31.0
961,59.0,30.0,3.0,3.0,12.0,14.0,27.0,41.0,13.0,41.0
962,59.0,30.0,3.0,3.0,12.0,14.0,27.0,41.0,13.0,41.0
963,69.0,33.0,4.0,3.0,19.0,14.0,36.0,47.0,21.0,45.0
964,69.0,33.0,4.0,3.0,19.0,14.0,36.0,47.0,21.0,45.0
